,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,renovated_yrs_ago,log_price
11777,360000,3,1.75,1510,6000,1.0,0,0,3,7,1060,450,68,1610,6000,73,50,1.0,1.0,66794,68,12.793859310432293
11783,385000,3,2.25,1920,4833,1.0,0,0,4,7,1060,860,94,1580,5134,87,62,2.0,2.0,87667,94,12.86099861326992
11786,367500,2,1.0,810,4800,1.0,0,0,3,6,810,0,96,1040,4800,60,35,4.0,4.0,59275,96,12.814478597635029
11787,655000,3,1.75,1960,5520,1.0,0,0,4,7,1080,880,63,1720,5760,68,39,1.0,1.0,90951,63,13.392390514617391
11788,465000,3,1.5,1280,4720,1.0,0,0,4,7,850,430,74,1280,4720,59,49,1.0,1.0,90208,74,13.049792684569493
11789,805000,4,2.75,2410,6000,1.0,0,0,5,8,1410,1000,65,1760,6000,63,47,2.0,2.0,79681,65,13.5985975564007
11794,355000,3,1.75,1120,7740,1.0,0,0,4,6,860,260,67,1240,7740,55,52,3.0,3.0,69643,67,12.779873068457553
11798,135000,2,1.0,750,5217,1.0,0,0,4,6,750,0,72,760,4440,78,49,3.0,3.0,47363,72,11.813030057420569
11799,800000,4,3.0,3520,4895,1.0,0,0,3,8,1980,1540,61,1570,2153,79,56,1.0,1.0,93155,61,13.592367006650065
11805,630000,4,2.0,2670,3240,1.5,0,0,4,9,1780,890,85,1820,4000,58,69,3.0,3.0,81676,85,13.353475098367715
11808,435000,6,3.0,3560,4290,1.0,0,0,4,7,1780,1780,58,3040,6000,70,59,4.0,4.0,38846,58,12.983101310070822
11810,560000,4,1.75,1880,3880,1.5,0,0,4,7,1090,790,71,1390,3880,76,60,2.0,2.0,93155,71,13.235692062711331
11812,1185000,3,2.75,2500,5568,2.0,0,0,5,9,2500,0,110,2810,5568,90,71,2.0,2.0,154868,110,13.985253332551368
11814,240000,3,2.0,1330,6000,1.0,0,0,4,7,630,700,115,1140,6000,58,39,2.0,2.0,35425,115,12.388394202324125
11822,526000,3,1.0,1320,5250,1.5,0,0,5,7,1320,0,102,1490,5250,59,52,1.0,1.0,66794,102,13.173056491719846
11825,425000,3,1.0,1180,8400,1.0,0,0,3,7,1180,0,64,1740,7020,41,47,2.0,2.0,69643,64,12.959844447906553
11841,410000,3,2.5,1509,1418,3.0,0,0,3,8,1509,0,1,1509,1991,80,61,3.0,3.0,56744,1,12.923912438680489
11842,417500,3,1.0,1160,7491,1.0,0,0,4,6,1160,0,98,1800,2267,83,56,2.0,2.0,62786,98,12.942039823273046
11844,499000,3,2.5,1540,1326,3.0,0,0,3,8,1390,150,20,1680,1592,66,57,2.0,2.0,87667,20,13.120361374733655
11854,1457000,4,1.5,2650,6900,2.0,0,0,4,9,2400,250,106,2420,6900,76,60,1.0,1.0,154868,106,14.191890085177343
11856,629950,3,2.5,1680,1683,2.0,0,0,3,9,1120,560,1,1610,1249,74,59,2.0,2.0,87667,1,13.353395730138777
11866,552000,3,1.0,1430,5000,1.0,0,0,4,6,1080,350,96,1630,4600,75,58,1.0,1.0,110091,96,13.221303325259232
11872,450000,3,1.75,1740,6800,1.5,0,0,4,7,1740,0,66,990,6800,54,49,2.0,2.0,75123,66,13.017002861746507
11875,423000,3,1.75,1820,6038,1.0,0,0,4,7,1040,780,63,1700,6040,72,50,2.0,2.0,75123,63,12.955127458028414
11877,435000,3,2.0,1380,2500,1.0,0,0,3,7,750,630,29,1630,3800,73,53,2.0,2.0,97500,29,12.983101310070822
11878,350000,2,1.0,740,7680,1.0,0,0,4,6,740,0,93,1080,7680,78,55,4.0,4.0,47701,93,12.765688433465595
11884,735000,4,2.5,2470,2550,3.0,0,0,3,8,2470,0,11,1270,3060,83,44,2.0,2.0,79681,11,13.507625778194974
11885,378000,5,2.5,2760,8015,1.0,0,0,4,8,1600,1160,55,460,18000,79,57,2.0,2.0,56208,55,12.842649474601725
11886,775000,3,2.0,2540,7200,1.5,0,3,4,8,1600,940,110,2040,5900,62,57,2.0,2.0,79953,110,13.560618308335485
11887,1350000,4,4.5,3420,7440,3.0,0,0,3,9,3420,0,1,1360,5580,60,52,2.0,2.0,111661,1,14.115615150414612
11891,600000,4,2.25,1970,7125,1.5,0,0,3,7,1500,470,107,1980,4750,72,56,1.0,1.0,110091,107,13.304684934198285
11892,285000,2,1.0,800,6240,1.0,0,0,3,6,800,0,61,1530,8000,80,58,2.0,2.0,44951,61,12.560244459250786
11893,669000,3,1.0,1560,4500,1.5,0,0,5,7,1560,0,100,1530,4500,78,54,1.0,1.0,137358,100,13.413539339110365
11894,475000,4,2.0,2100,13468,1.0,0,0,5,7,1050,1050,53,1470,8675,56,56,2.0,2.0,51741,53,13.071070083016776
11895,317000,3,1.5,1060,5750,1.0,0,0,2,7,1060,0,34,1060,5750,49,50,1.0,1.0,48036,34,12.666657052859414
11896,390000,2,1.0,1270,8164,1.0,0,0,4,6,1270,0,74,1580,9095,84,56,2.0,2.0,64549,74,12.873902018105829
11897,1070000,4,2.5,2740,5000,2.0,0,0,3,9,2740,0,3,1660,5000,85,52,2.0,2.0,85595,3,13.883169206438088
11898,1205000,4,2.75,2470,5500,1.0,0,3,3,9,1570,900,55,1620,5500,78,63,2.0,2.0,93155,10,14.001990124906893
11899,580000,3,1.75,1970,5100,1.0,0,0,3,7,1130,840,107,1250,4080,79,51,2.0,2.0,90789,50,13.270783382522602
11902,427500,2,2.0,1090,934,3.0,0,0,3,8,1090,0,7,1090,1376,74,72,2.0,2.0,88719,7,12.965709567358953
11907,485000,3,2.0,1420,4080,1.5,0,0,3,7,1420,0,110,1420,4590,85,52,2.0,2.0,90568,2,13.09190416991962
11910,739000,3,1.75,2050,5160,1.5,0,0,4,8,1300,750,89,2220,5960,65,61,2.0,2.0,131429,89,13.513053199930338
11913,460000,3,1.0,1130,7000,1.0,0,0,3,6,830,300,71,1050,7000,32,49,3.0,3.0,87222,71,13.038981768465275
11915,580000,7,2.75,2310,2400,1.5,0,0,3,6,2310,0,100,1340,3825,78,45,2.0,2.0,79681,100,13.270783382522602
11918,1200000,5,4.0,2710,2800,3.0,0,0,3,10,2380,330,41,1530,3600,84,60,1.0,1.0,100172,7,13.997832114758227
11919,525000,2,1.5,1340,3600,1.5,0,0,3,7,1340,0,112,1340,3600,86,60,2.0,2.0,88719,112,13.17115354157376
11930,840000,4,1.75,2330,4000,2.0,0,0,5,8,1300,1030,91,2040,4000,85,58,1.0,1.0,110091,91,13.641157170819495
11933,826000,3,1.5,1890,5000,1.5,0,0,3,9,1890,0,86,2560,5000,81,75,2.0,2.0,67572,86,13.624350052503116
11940,842500,3,2.25,2560,3996,1.5,0,0,3,8,2150,410,105,2970,4320,83,57,2.0,2.0,104632,105,13.644128941208653
11941,836500,3,2.5,2230,7200,3.0,0,3,3,9,2230,0,19,2230,7200,34,35,4.0,4.0,84324,19,13.636981799409016
11942,334000,2,1.0,900,1818,2.0,0,0,4,7,900,0,70,1570,1830,62,37,1.0,1.0,90951,70,12.718896271958835
11944,563000,3,2.0,1580,5289,1.0,0,0,3,7,870,710,75,1310,5535,82,55,3.0,3.0,111661,75,13.241034907121827
11945,658500,2,1.0,1410,5101,1.5,0,0,3,8,1410,0,88,1410,4224,66,52,3.0,3.0,111661,88,13.397719800165472
11946,297000,2,1.5,1430,1650,3.0,0,0,3,7,1430,0,16,1430,1650,83,57,3.0,3.0,44951,16,12.601487417784837
11947,725000,6,1.75,2380,4080,2.0,0,0,3,8,2380,0,98,2030,4080,84,76,3.0,3.0,38487,98,13.493926933836812
11949,252500,3,1.0,1030,6127,1.0,0,0,3,7,880,150,68,1610,6127,75,47,3.0,3.0,60131,68,12.439166527697553
11950,330000,3,2.5,1070,1155,2.0,0,0,3,7,720,350,10,1120,2594,95,54,2.0,2.0,66794,10,12.706847933442663
11953,500000,4,3.0,2570,9104,2.0,0,2,3,7,2570,0,85,1630,4950,51,33,1.0,1.0,106319,85,13.122363377404328
11957,780000,3,2.25,2140,3000,2.0,0,0,3,9,2140,0,110,1430,4712,79,49,2.0,2.0,81563,9,13.567049198665776
11958,855000,3,1.75,1900,4000,1.0,0,0,3,7,1300,600,50,1880,4000,67,50,3.0,3.0,111661,50,13.658856747918895
11962,1425000,4,4.25,4960,6000,2.5,0,0,3,11,3680,1280,106,2160,4080,81,67,1.0,1.0,96538,12,14.169682371684887
11963,805000,3,2.0,2710,4500,1.5,0,0,4,8,1880,830,86,2060,4500,70,55,1.0,1.0,110091,86,13.5985975564007
11966,557000,3,2.5,1630,1587,3.0,0,0,3,8,1630,0,11,1500,1527,78,50,2.0,2.0,79681,11,13.230320518909421
11970,269000,3,1.5,1320,2625,2.0,0,0,3,7,1320,0,29,1230,5250,53,51,3.0,3.0,64297,29,12.502466658583975
11972,290000,1,1.0,550,5700,1.0,0,0,2,6,550,0,99,1100,4560,72,53,2.0,2.0,90789,99,12.577636201962655
11974,416000,2,1.0,880,6650,1.0,0,0,5,6,880,0,97,1250,6650,87,56,2.0,2.0,62786,97,12.9384405392434
11979,480000,2,1.0,1500,3420,1.0,0,0,3,7,1500,0,113,2050,3420,93,59,3.0,3.0,65625,113,13.081541382884073
11988,353500,3,2.5,1260,972,2.0,0,0,3,8,840,420,7,1270,925,66,83,2.0,2.0,47737,7,12.775638764318767
11990,650000,3,1.75,2330,7200,1.0,0,0,4,8,1320,1010,65,1820,7200,50,40,4.0,4.0,59275,65,13.38472764187182
11991,325000,2,1.0,840,4239,1.0,0,0,3,7,840,0,67,1120,4494,51,45,1.0,1.0,102500,67,12.691580461311874
11994,560000,3,2.5,2430,5128,1.0,0,1,3,8,1270,1160,37,2510,5330,52,47,1.0,1.0,102500,37,13.235692062711331
11995,979700,5,3.0,3730,5500,1.5,0,0,3,7,2160,1570,88,1890,5500,76,78,1.0,1.0,76980,88,13.795001681332732
11997,407500,2,1.0,770,2971,1.0,0,2,3,7,770,0,92,1440,4000,77,59,2.0,2.0,82154,92,12.917796211663056
11998,530000,4,1.75,1814,5000,1.0,0,0,4,7,944,870,64,1290,5000,56,45,1.0,1.0,103917,64,13.180632285528304
12000,715000,4,2.5,1860,3840,1.5,0,0,3,7,1170,690,87,1400,3840,92,53,2.0,2.0,103750,1,13.480037821676145
12005,565000,3,1.75,1490,5000,1.0,0,1,3,8,1250,240,61,1980,5000,42,45,2.0,2.0,102500,61,13.244581010128574
12008,474800,2,3.25,1400,1243,3.0,0,0,3,8,1400,0,15,1400,1335,94,67,2.0,2.0,71809,15,13.070648941717652
12010,395000,3,2.0,1500,2506,1.0,0,0,3,7,870,630,12,1500,4662,83,70,3.0,3.0,79953,12,12.886641043883259
12019,340000,3,1.75,1960,8136,1.0,0,0,3,7,980,980,67,1070,7480,81,57,4.0,4.0,47701,67,12.736700896592346
12020,363000,3,1.75,1960,8136,1.0,0,0,3,7,980,980,67,1070,7480,81,57,4.0,4.0,47701,67,12.802158113246989
12021,428000,3,2.0,1310,2550,1.0,0,0,3,7,780,530,29,1460,5100,89,53,3.0,3.0,65188,29,12.966878474563934
12025,361600,2,1.0,760,6380,1.0,0,0,3,6,760,0,74,1590,6380,77,51,2.0,2.0,80400,74,12.798293907500158
12027,1050000,3,2.0,2090,4077,1.5,0,0,4,8,1530,560,84,2010,4132,57,74,2.0,2.0,131429,84,13.864300722133706
12031,710000,4,3.5,2850,2910,2.0,0,2,3,8,1970,880,110,1460,3880,84,55,2.0,2.0,111661,19,13.473020249017498
12041,380000,2,1.0,780,3910,1.0,0,0,3,6,780,0,97,1500,5060,82,53,2.0,2.0,71705,97,12.847926531702571
12043,631500,4,2.0,2530,5650,1.5,0,0,4,8,1910,620,105,1310,5750,78,41,1.0,1.0,71705,105,13.355853220772685
12044,1050000,4,4.5,3180,4606,2.0,0,3,4,9,1990,1190,86,2110,5323,82,35,1.0,1.0,157292,86,13.864300722133706
12046,380000,3,1.75,1240,8611,1.0,0,0,4,7,1240,0,42,1700,8037,44,51,1.0,1.0,60131,42,12.847926531702571
12048,645500,2,1.0,1890,5202,1.5,0,0,4,7,1890,0,106,1670,5100,83,49,2.0,2.0,85595,106,13.377780489268837
12049,570000,3,2.0,1270,3090,2.0,0,0,5,7,1270,0,104,1440,3090,89,52,1.0,1.0,103750,104,13.253391639810731
12052,445000,2,1.0,950,4800,1.0,0,0,3,6,950,0,74,1420,5400,72,73,3.0,3.0,81676,74,13.005829561148376
12053,495000,4,1.75,2040,3570,1.0,0,0,4,7,1020,1020,98,1790,4206,81,65,4.0,4.0,81676,98,13.112313041550827
12054,594000,4,1.75,1870,5200,2.0,0,0,4,7,1200,670,78,1790,5000,57,45,1.0,1.0,103917,78,13.294634598344784
12055,465000,3,1.75,1720,5280,1.0,0,0,4,8,900,820,72,1600,6000,64,35,1.0,1.0,90951,72,13.049792684569493
12057,249000,3,1.5,1070,5150,1.0,0,0,4,6,1070,0,75,1020,4800,55,44,3.0,3.0,47363,75,12.425208175446846
12061,447500,4,2.0,1770,3332,2.0,0,0,3,7,1630,140,91,1640,4000,91,57,4.0,4.0,57750,40,13.011431816697046
12066,349950,2,1.75,1640,4176,1.0,0,0,4,7,1040,600,67,1460,5200,53,47,4.0,4.0,38846,67,12.765545566117686
12073,879000,3,3.0,3030,5156,1.5,0,0,4,9,2080,950,86,1910,5720,67,62,2.0,2.0,87667,86,13.686540176667313
12075,261590,2,1.0,760,6407,1.0,0,0,3,6,760,0,72,1050,8580,21,39,1.0,1.0,46826,72,12.474533671534846
12076,512500,3,3.0,2260,2400,2.0,0,0,3,7,2260,0,106,1320,2790,87,71,2.0,2.0,56700,43,13.1470559899947
12077,600000,2,1.75,1560,3200,1.0,0,0,5,7,880,680,69,2060,4940,76,41,1.0,1.0,90951,69,13.304684934198285
12078,417500,5,3.0,2270,6664,1.0,0,0,3,7,1340,930,20,1870,6187,79,47,4.0,4.0,60131,20,12.942039823273046
12085,680000,3,1.75,2140,3584,1.0,0,0,3,7,1070,1070,63,1620,4000,55,45,1.0,1.0,157292,63,13.429848077152288
12087,475000,3,2.5,1800,3300,2.0,0,0,3,7,1690,110,11,1570,4097,83,55,3.0,3.0,84324,11,13.071070083016776
12088,219000,2,2.5,809,940,2.0,0,0,3,7,809,0,12,1260,4240,76,51,1.0,1.0,90208,12,12.29682700879864
12090,616000,3,2.0,2900,5650,1.0,0,2,3,8,1520,1380,56,1810,6250,58,39,1.0,1.0,106319,56,13.331002242515655
12091,395350,2,1.0,1060,5754,1.0,0,0,4,6,1060,0,98,1460,7200,83,56,2.0,2.0,62786,98,12.887526727499075
12092,428950,2,1.0,1760,4441,1.0,0,0,3,8,1310,450,65,1350,5748,49,44,1.0,1.0,75123,65,12.969095641001113
12094,401000,4,1.0,1940,5753,1.5,0,0,3,7,1940,0,68,2170,6075,50,48,2.0,2.0,62726,68,12.901716706288704
12095,303697,4,2.0,2520,7334,1.0,0,0,3,7,1600,920,60,2040,7937,80,56,3.0,3.0,44951,60,12.623785772815804
12096,355000,3,1.0,1360,8968,1.0,0,0,3,7,1360,0,59,1490,7355,35,52,3.0,3.0,87222,59,12.779873068457553
12097,350000,2,1.0,800,5040,1.0,0,0,3,6,800,0,55,1020,5040,82,57,3.0,3.0,62786,55,12.765688433465595
12099,982218,3,1.75,2340,5500,2.0,0,2,3,9,2340,0,27,2830,5500,67,69,3.0,3.0,76980,27,13.797568558625837
12101,565000,2,1.75,1720,3000,1.0,0,0,5,7,860,860,90,1360,4500,85,52,2.0,2.0,90568,90,13.244581010128574
12102,160000,2,1.0,830,4500,1.0,0,0,3,6,830,0,95,1092,5350,77,49,4.0,4.0,38846,95,11.982929094215965
12103,970000,5,2.75,3500,5040,2.0,0,2,3,9,2950,550,88,1450,5040,56,50,1.0,1.0,66794,8,13.785051350479565
12108,970000,4,2.75,3600,5040,2.0,0,0,3,9,2610,990,11,1590,5040,67,48,2.0,2.0,62639,11,13.785051350479565
12109,535000,4,2.5,2340,5600,2.0,0,0,3,7,2340,0,94,1310,5600,33,43,2.0,2.0,83421,2,13.190022025878145
12115,450000,2,1.0,1340,7250,1.0,0,0,4,7,1340,0,64,1450,7026,74,62,1.0,1.0,61391,64,13.017002861746507
12116,635000,3,1.5,2240,5300,1.0,0,0,5,7,1120,1120,60,1740,7110,45,46,2.0,2.0,95927,60,13.36138027787483
12118,531000,2,1.5,1260,6660,1.5,0,0,4,7,1260,0,89,2140,4770,79,40,1.0,1.0,110458,89,13.182517300224076
12120,260000,2,1.0,690,6000,1.0,0,0,3,6,690,0,66,840,3030,88,57,4.0,4.0,59275,66,12.468436909997664
12121,748000,4,2.5,3170,4979,2.0,0,0,4,7,2570,600,90,2060,5000,88,54,3.0,3.0,113906,90,13.525158256956615
12122,776000,2,2.0,1990,6180,1.0,0,0,4,7,1010,980,74,1470,5150,68,56,2.0,2.0,101413,74,13.561907799165356
12123,425000,4,1.0,1080,6095,1.5,0,0,4,6,1080,0,91,1200,5060,81,57,3.0,3.0,87159,91,12.959844447906553
12124,230000,4,1.0,1870,14703,1.5,0,0,3,6,1090,780,87,1650,6045,66,63,3.0,3.0,60917,87,12.345834587905333
12126,957000,4,3.0,2370,3836,2.0,0,0,3,9,1750,620,46,1690,4698,79,49,2.0,2.0,79681,7,13.771558670435093
12127,575000,2,1.0,1320,4750,1.5,0,0,4,7,1320,0,87,1360,2873,90,54,2.0,2.0,85595,87,13.26212531977949
12128,700000,3,1.75,1350,4000,1.5,0,0,4,7,1350,0,90,1880,4000,80,65,2.0,2.0,71809,90,13.458835614025542
12131,540000,4,1.0,1690,3417,1.5,0,0,3,7,1690,0,108,1970,4800,35,44,1.0,1.0,90951,108,13.199324418540455
12133,920000,4,3.25,2420,4000,1.5,0,0,5,9,1870,550,104,1810,4000,78,77,2.0,2.0,38487,104,13.732128949025224
12136,350000,5,3.0,2320,8400,1.0,0,0,3,7,1510,810,52,1200,4800,48,51,2.0,2.0,74107,52,12.765688433465595
12137,585000,3,2.0,1670,4572,1.5,0,0,3,8,1670,0,84,1480,4890,80,54,2.0,2.0,90789,84,13.279367126213991
12139,625000,3,2.75,2240,3600,2.5,0,0,3,7,1650,590,114,1716,3120,94,82,2.0,2.0,74559,114,13.345506928718539
12140,340000,2,1.0,700,5829,1.0,0,0,3,6,700,0,70,1160,6700,88,56,3.0,3.0,62786,70,12.736700896592346
12143,800000,3,3.0,2060,3200,2.0,0,0,3,8,2060,0,108,1760,2669,80,57,2.0,2.0,82154,31,13.592367006650065
12144,550000,3,2.25,1360,5111,1.5,0,0,5,7,1360,0,81,1900,5111,57,58,2.0,2.0,80400,81,13.217673557208656
12148,500000,2,1.0,930,3750,1.0,0,0,4,7,930,0,106,1740,4300,70,57,1.0,1.0,64797,106,13.122363377404328
12149,924000,3,1.5,2200,5000,1.5,0,0,3,9,2200,0,83,2860,5000,61,36,1.0,1.0,157292,83,13.736467350623819
12150,345000,2,1.5,830,1034,2.0,0,0,3,8,830,0,6,1130,2534,66,68,2.0,2.0,79953,6,12.751299696013493
12171,1080000,3,2.75,2770,5800,1.0,0,0,4,8,1650,1120,56,2340,5800,27,32,1.0,1.0,157292,56,13.892471599100402
12179,559900,5,3.0,2200,6380,1.0,0,0,3,7,1440,760,28,1960,5800,75,63,2.0,2.0,31863,28,13.235513475336983
12182,1325000,3,2.25,2360,5504,2.0,0,0,4,8,2080,280,102,2840,5470,76,54,2.0,2.0,137358,102,14.09692301740246
12183,475000,3,1.75,1340,2805,1.5,0,0,3,7,1340,0,96,1650,2805,67,67,2.0,2.0,79953,96,13.071070083016776
12184,575000,2,1.5,1400,5810,2.0,0,0,3,7,1400,0,75,1470,3920,79,53,3.0,3.0,111661,75,13.26212531977949
12187,600000,2,1.0,2120,6897,1.0,0,0,4,7,1060,1060,92,1900,4462,89,54,3.0,3.0,57750,92,13.304684934198285
12188,515000,2,1.0,1640,5200,1.0,0,0,4,7,1040,600,78,1780,5040,70,36,1.0,1.0,157292,78,13.151922179645874
12190,565000,4,2.0,1710,3875,1.5,0,0,4,7,1710,0,108,1710,3812,91,56,2.0,2.0,76524,108,13.244581010128574
12191,739000,4,3.0,2720,3800,2.0,0,0,5,8,1800,920,96,1940,4001,82,53,2.0,2.0,64797,96,13.513053199930338
12194,375000,4,1.75,1680,6834,1.5,0,0,3,7,1680,0,67,950,7425,77,59,2.0,2.0,51741,67,12.834681304952548
12196,325000,2,1.0,830,5100,1.0,0,0,3,6,830,0,74,1050,5100,79,56,4.0,4.0,87159,74,12.691580461311874
12197,290000,2,1.0,770,4800,1.0,0,0,3,7,770,0,72,1390,4800,34,46,1.0,1.0,102500,72,12.577636201962655
12199,969500,3,3.25,2080,3025,2.0,0,2,4,8,1220,860,31,2680,6518,71,55,1.0,1.0,137358,31,13.784535753664846
12205,765000,3,1.75,2190,6450,1.0,0,0,3,8,1480,710,58,2190,6450,29,45,3.0,3.0,102500,58,13.547631112808672
12207,310000,3,1.0,1510,6000,1.0,0,0,3,8,1170,340,62,1125,6000,21,58,1.0,1.0,60917,62,12.644327576461327
12209,325000,4,1.0,2410,6975,1.0,0,0,3,7,1510,900,58,1880,6255,75,65,3.0,3.0,59275,58,12.691580461311874
12212,535000,2,1.5,1940,5700,1.0,0,0,3,7,970,970,78,1250,5700,81,55,2.0,2.0,90789,78,13.190022025878145
12217,546000,2,1.0,1120,6180,1.0,0,0,4,7,1120,0,76,1420,5356,59,55,2.0,2.0,101413,76,13.210374254727045
12219,515000,5,2.0,2220,6000,1.5,0,0,4,7,1390,830,90,1600,6000,64,72,3.0,3.0,81676,90,13.151922179645874
12220,990000,3,2.5,2160,6000,1.5,0,0,4,8,1880,280,76,2300,6000,59,52,1.0,1.0,132917,76,13.805460222110774
12222,900000,4,3.5,3370,5000,2.0,0,2,3,8,2470,900,7,1820,5000,61,50,1.0,1.0,71705,7,13.710150042306447
12224,460000,2,1.0,880,3300,1.0,0,0,4,7,880,0,106,1960,5500,83,66,2.0,2.0,93155,106,13.038981768465275
12228,740000,5,3.5,3990,5000,2.0,0,0,3,8,2910,1080,11,1310,5000,56,59,4.0,4.0,61901,11,13.514405465180351
12229,799000,3,2.5,2860,4442,2.0,0,0,3,8,2860,0,15,1440,4400,65,48,1.0,1.0,66563,15,13.591116224748411
12231,895000,4,2.0,1710,4178,1.5,0,0,4,8,1710,0,89,1760,4178,61,60,2.0,2.0,131429,89,13.704578997256991
12232,749000,3,1.0,1580,5000,1.5,0,0,3,7,1580,0,89,1280,4000,75,48,2.0,2.0,101397,89,13.526494262499357
12233,523000,3,1.0,1440,8681,1.5,0,0,3,7,1440,0,78,1700,7770,55,45,1.0,1.0,132981,78,13.167336743047061
12237,427000,2,1.0,920,3780,1.0,0,0,3,6,920,0,105,1570,2640,83,65,2.0,2.0,71809,105,12.96453929221076
12239,705000,3,2.0,1460,6250,1.5,0,0,4,7,1460,0,103,1690,4750,77,57,2.0,2.0,113906,103,13.465953081794405
12243,455000,2,1.0,1140,5720,1.0,0,0,3,7,850,290,68,1410,5832,70,52,2.0,2.0,96310,68,13.028052697933088
12248,886000,4,2.0,2660,3900,1.5,0,0,4,7,1480,1180,92,2350,3900,61,63,2.0,2.0,131429,92,13.694472229587216
12250,550000,3,1.75,1360,5850,1.0,0,0,4,7,1000,360,77,1540,5850,68,46,1.0,1.0,106319,77,13.217673557208656
12251,370000,2,1.0,1040,4172,1.0,0,0,3,7,1040,0,69,3120,4800,60,56,2.0,2.0,154868,69,12.82125828462041
12253,579000,3,1.75,1800,4429,2.0,0,0,4,7,1800,0,109,1310,4429,87,51,1.0,1.0,103750,109,13.269057756555133
12257,477000,3,2.5,1350,2053,3.0,0,0,3,8,1350,0,10,1350,4150,87,45,2.0,2.0,85595,10,13.075271769870474
12258,570000,3,2.0,1640,2808,1.0,0,3,4,7,820,820,91,2270,5328,67,54,3.0,3.0,79953,91,13.253391639810731
12259,805000,4,2.25,2440,9889,1.0,0,0,3,7,1540,900,63,1710,6284,54,51,2.0,2.0,85759,63,13.5985975564007
12264,1375000,4,3.5,3130,4500,2.0,0,0,3,9,2060,1070,1,1500,4500,88,53,2.0,2.0,65172,1,14.133964289082806
12266,700000,4,1.0,1470,5450,1.5,0,0,3,7,1470,0,97,2160,5450,55,71,2.0,2.0,131429,97,13.458835614025542
12268,620047,4,1.75,1760,6000,1.0,0,0,3,7,880,880,69,2040,6000,67,60,2.0,2.0,87667,69,13.337550560599725
12273,849000,4,1.5,2440,8040,1.0,0,0,4,8,1440,1000,65,2140,7920,23,32,1.0,1.0,96193,65,13.651814465293484
12274,718000,3,1.75,2280,3446,2.0,0,0,3,8,2280,0,66,1610,6670,35,50,2.0,2.0,87222,24,13.484224848030362
12276,871000,5,1.75,2360,6150,1.0,0,0,5,7,1180,1180,75,2100,5500,97,55,2.0,2.0,79681,75,13.677397255834641
12279,405000,2,1.0,910,6490,1.0,0,0,3,7,910,0,73,1040,6490,74,52,2.0,2.0,101413,73,12.911642346088676
12280,480000,3,1.0,1150,4945,1.0,0,2,3,7,1150,0,72,1390,4945,82,53,2.0,2.0,71705,72,13.081541382884073
12282,255000,4,1.75,960,8863,1.0,0,0,5,6,580,380,66,1720,8249,77,61,3.0,3.0,29286,66,12.449018824140566
12287,642000,6,1.0,1530,4305,1.5,0,0,4,7,1530,0,94,1530,3800,77,50,2.0,2.0,91458,94,13.372343582672098
12288,540000,4,1.75,1720,4240,1.5,0,0,4,7,1460,260,90,1930,4280,87,71,4.0,4.0,81676,90,13.199324418540455
12289,560000,3,1.75,1570,4375,1.0,0,0,3,7,970,600,75,1790,5750,54,39,1.0,1.0,77808,75,13.235692062711331
12290,852000,5,2.75,1990,3750,1.5,0,0,4,7,1990,0,102,1820,5000,80,53,2.0,2.0,81563,102,13.655341805811453
12291,306000,2,1.0,930,5650,1.0,0,2,3,7,930,0,74,1340,6400,73,50,2.0,2.0,90208,74,12.631340380934516
12292,379000,2,1.0,800,6380,1.0,0,2,3,7,800,0,75,920,5940,77,51,2.0,2.0,80400,75,12.845291484064564
12294,645000,4,1.5,2550,4000,1.5,0,0,4,7,1760,790,89,1840,4000,89,58,3.0,3.0,65172,89,13.37700559577791
12296,255000,2,1.0,620,4760,1.0,0,0,3,6,620,0,74,620,4760,59,46,2.0,2.0,75123,74,12.449018824140566
12298,680000,3,1.75,1760,8400,1.0,0,0,4,8,1460,300,55,1980,8400,63,47,2.0,2.0,102500,55,13.429848077152288
12300,239000,3,1.0,1040,6860,2.0,0,0,3,6,1040,0,73,1030,6512,44,49,2.0,2.0,83421,73,12.384218830913648
12301,619400,4,2.0,2090,3610,1.5,0,0,5,7,1790,300,88,1660,3767,78,53,2.0,2.0,91458,88,13.336506546521239
12303,330000,2,1.0,700,4000,1.0,0,0,3,6,700,0,72,1060,6000,73,49,1.0,1.0,90208,72,12.706847933442663
12304,430000,2,1.0,760,7114,1.0,0,0,3,6,760,0,69,780,7102,77,56,2.0,2.0,65188,69,12.971540487669744
12309,400000,2,1.0,700,8120,1.0,0,0,3,7,700,0,88,1130,5599,68,62,1.0,1.0,61391,88,12.89921982609012
12310,600000,3,1.0,1440,4300,1.5,0,0,3,8,1440,0,86,1640,4500,82,51,2.0,2.0,90789,86,13.304684934198285
12312,401000,2,1.0,1400,8220,1.0,0,0,3,7,1400,0,66,1760,8220,61,48,2.0,2.0,62726,66,12.901716706288704
12315,397500,3,2.25,1350,980,2.0,0,0,3,8,1050,300,8,1350,1245,91,90,4.0,4.0,44571,8,12.892950213076524
12316,1190000,3,3.5,3380,3333,3.0,0,0,3,10,2800,580,7,2790,5000,56,50,2.0,2.0,137358,7,13.989463865087712
12319,559000,3,1.5,2070,5386,1.0,0,0,4,7,1140,930,67,1770,5386,86,56,2.0,2.0,90789,67,13.233904752137235
