,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,walk_score,transit_score,pers_crime_score,prop_crime_score,income,log_price
19690,479950,2,2.25,1360,1336,3.0,0,0,3,8,1360,0,2008,0,98107,1280,1295,89,51,B,B,79681,13.081437210791684
19697,290750,3,2.5,1270,865,2.0,0,0,3,7,1080,190,2008,0,98118,1630,7752,81,65,D,D,52412,12.580219070380911
19699,689950,4,2.75,2520,8433,2.0,0,0,3,8,2520,0,2014,0,98125,1890,7772,68,57,C,C,44951,13.4443744101797
19701,657000,2,3.0,1570,1281,3.0,0,0,3,8,1570,0,2014,0,98107,1570,2500,92,52,B,B,85595,13.395439297466748
19704,532000,3,3.75,2260,2050,2.0,0,0,3,9,1170,1090,2010,0,98118,2130,3082,87,62,D,D,59275,13.184398768323781
19705,291000,2,1.0,840,863,3.0,0,0,3,8,840,0,2008,0,98103,1110,1190,79,55,B,C,56744,12.581078546153629
19706,675000,3,3.25,1720,1330,2.0,0,0,3,8,1030,690,2004,0,98112,1720,1520,91,70,B,B,68199,13.422467969854667
19707,885000,3,2.25,2940,6500,3.0,0,0,3,9,2940,0,2014,0,98136,1680,6500,83,50,B,A,90208,13.693342923990066
19713,345000,2,2.25,1110,1290,3.0,0,0,3,8,1110,0,2006,0,98103,1360,1251,71,62,B,C,87159,12.751299696013497
19715,522500,2,2.25,1430,1210,2.0,0,0,3,8,1340,90,2005,0,98115,1430,1016,71,56,A,A,101413,13.166380262821104
19717,543000,3,2.25,1240,949,3.0,0,0,3,8,1240,0,2008,0,98103,1310,1140,74,59,B,B,84728,13.204864598916073
19722,673000,4,2.25,2580,2875,2.0,0,0,3,9,2580,0,2015,0,98116,1290,5750,79,49,B,A,106319,13.419500608626866
19725,1375000,5,3.75,3330,5042,2.0,0,2,3,9,2470,860,2014,0,98103,1780,3990,85,61,B,B,84728,14.133964289082808
19728,489000,3,3.5,1500,1249,2.0,0,0,3,8,1240,260,2004,0,98107,1440,1850,88,54,B,B,85595,13.10011776845701
19741,660000,3,2.25,1570,1680,3.0,0,0,3,8,1570,0,2014,0,98103,1290,1870,85,59,B,B,71809,13.399995114002609
19749,379900,2,1.5,1240,1331,2.0,0,0,3,7,1050,190,2007,0,98144,1250,1431,72,66,C,B,79953,12.847663339175718
19750,335000,3,2.5,1090,1139,2.0,0,0,3,8,960,130,2009,0,98126,1400,1348,65,57,B,B,67277,12.721885810807203
19755,569900,5,3.25,2360,3873,2.0,0,0,3,8,1990,370,2006,0,98108,1720,3071,76,65,B,C,51316,13.25321618582309
19759,1205000,4,3.5,3590,5335,2.0,0,2,3,9,3140,450,2006,0,98115,2100,6250,38,47,A,A,75714,14.001990124906893
19761,645000,3,2.25,1640,1023,3.0,0,0,3,8,1640,0,2014,0,98105,1720,1960,95,79,D,D,38487,13.37700559577791
19771,580000,3,2.5,1620,1171,3.0,0,4,3,8,1470,150,2008,0,98103,1620,1505,69,52,B,B,81563,13.270783382522602
19772,540000,3,2.0,1580,1972,2.5,0,2,3,8,1180,400,2007,0,98116,1500,1908,56,39,B,A,77808,13.199324418540456
19778,445000,3,2.5,1550,930,2.0,0,0,3,8,1060,490,2006,0,98144,1550,1301,76,79,B,B,47737,13.005829561148378
19782,362500,3,2.5,1800,2700,2.0,0,0,3,8,1800,0,2011,0,98126,1380,1200,52,48,B,A,55504,12.800779753276867
19783,414950,3,2.5,1570,1551,3.0,0,0,3,8,1570,0,2008,0,98103,1570,1705,78,61,B,C,87159,12.935913310026594
19786,230000,3,2.0,1160,1174,2.0,0,0,3,7,790,370,2007,0,98106,1160,994,80,56,D,D,47701,12.345834587905333
19789,550000,5,2.5,2780,9272,2.0,0,0,3,8,2780,0,2014,0,98126,1150,8460,72,48,B,B,83421,13.217673557208654
19790,1050000,4,4.25,3720,5750,2.0,0,2,3,9,2960,760,2006,0,98116,2550,5750,50,35,A,A,82333,13.864300722133706
19791,655000,2,2.25,1460,1851,2.0,0,0,3,9,1180,280,2014,0,98119,1800,4269,72,65,A,A,87667,13.39239051461739
19792,385000,3,3.5,1370,1540,2.0,0,0,3,8,1100,270,2006,0,98116,1370,915,95,53,C,B,71705,12.86099861326992
19793,729999,6,4.5,3600,6110,2.0,0,0,3,9,2510,1090,2012,0,98118,1360,5800,82,64,C,D,59275,13.500798443260623
19794,523950,3,2.25,1420,1282,3.0,0,0,3,8,1420,0,2006,0,98103,1530,1280,91,65,B,B,84728,13.169151538903087
19795,369000,2,2.5,980,895,2.0,0,0,3,8,670,310,2009,0,98116,980,899,72,40,B,A,77808,12.818551923022664
19801,395000,2,2.25,1350,1493,2.0,0,0,3,8,1050,300,2007,0,98136,1250,1202,81,50,B,A,90208,12.886641043883259
19805,455000,3,1.75,1320,1014,3.0,0,0,3,9,1320,0,2015,0,98122,1380,1495,86,73,C,C,56700,13.028052697933088
19807,449950,3,2.25,1540,1270,3.0,0,0,3,7,1540,0,2014,0,98103,1230,1454,70,56,C,C,87159,13.016891744462095
19815,299950,3,2.5,1320,3150,2.0,0,0,3,7,1320,0,2005,0,98118,1390,1725,77,64,C,C,29286,12.611371073081239
19822,388000,3,3.25,1370,915,2.0,0,0,3,8,1100,270,2006,0,98116,1370,1146,95,53,C,B,71705,12.86876061860541
19826,358990,3,3.25,1710,2171,2.0,0,0,3,7,1400,310,2014,0,98106,1380,1300,60,49,B,B,55504,12.79104981192925
19838,379900,3,2.5,1800,2791,2.0,0,0,3,8,1800,0,2011,0,98126,1580,2617,65,49,B,B,48036,12.847663339175718
19845,484950,3,2.25,1590,926,3.0,0,0,3,8,1590,0,2014,0,98136,1640,1321,77,50,A,A,102500,13.091801071821688
19853,318000,3,1.5,1240,983,3.0,0,0,3,8,1240,0,2009,0,98133,1240,1026,67,51,B,B,62726,12.669806661762314
19855,540000,3,2.5,2220,5279,2.0,0,0,3,8,2220,0,2006,0,98146,1610,5297,37,45,A,A,83421,13.199324418540456
19863,649000,3,2.0,1530,1442,3.0,0,0,3,9,1530,0,2015,0,98107,1620,1456,84,56,B,B,72396,13.383187995686226
19865,625000,3,2.5,2440,4800,2.0,0,0,3,10,2440,0,2014,0,98106,1180,5480,37,52,B,B,67277,13.345506928718539
19866,415000,3,1.5,1270,1483,3.0,0,0,3,8,1270,0,2007,0,98115,1270,1413,70,61,A,A,80400,12.936033799212835
19868,979000,3,2.5,2690,4047,3.0,0,0,3,10,2690,0,2014,0,98117,2040,5000,81,48,A,B,101397,13.794286921512647
19872,437000,2,3.0,1460,1452,2.0,0,0,3,8,1140,320,2007,0,98136,1460,1452,50,44,B,A,102500,12.987688474077727
19882,622500,2,1.75,1510,851,3.0,0,0,3,8,1420,90,2013,0,98107,1300,1338,90,67,B,B,93155,13.341498907321
19883,515000,3,3.5,1360,1419,2.0,0,0,3,8,1040,320,2007,0,98107,1560,1977,89,55,B,B,72396,13.151922179645874
19885,310000,1,1.5,1120,912,3.0,0,0,3,7,1120,0,2011,0,98144,1380,3200,66,68,B,B,79953,12.644327576461329
19897,545000,3,2.5,1740,1279,3.0,0,0,3,8,1740,0,2008,0,98116,1740,1280,65,39,B,A,77808,13.208541073645382
19899,380000,3,2.25,1550,1485,3.0,0,0,3,8,1550,0,2011,0,98103,1550,1480,81,56,B,C,56744,12.84792653170257
19904,615000,3,2.25,1760,1146,3.0,0,0,3,9,1760,0,2014,0,98122,1346,3472,84,68,C,D,56700,13.329377546788654
19906,622000,3,3.5,1690,1765,2.0,0,0,3,8,1370,320,2006,0,98103,1690,1694,88,62,A,B,84728,13.340695371721317
19909,598950,3,2.5,1480,1531,3.0,0,0,3,8,1480,0,2014,0,98107,1530,1321,58,44,A,A,79681,13.302933401159477
19912,1262000,2,3.0,2210,3917,2.0,0,0,3,10,1500,710,2008,0,98122,1720,3933,63,56,A,A,137358,14.048208322083296
19914,390000,3,2.5,1310,1254,2.0,0,0,3,7,850,460,2007,0,98116,1310,1372,95,54,C,B,66794,12.873902018105829
19919,398000,3,2.5,1720,1715,2.0,0,0,3,7,1240,480,2004,0,98136,1610,1626,81,51,B,A,90208,12.894207284266574
19921,315000,3,3.25,1480,983,2.0,0,0,3,8,1180,300,2013,0,98106,1330,1062,49,49,B,B,74107,12.66032791780777
19922,455000,2,2.0,1350,1209,3.0,0,0,3,8,1350,0,2013,0,98199,1310,982,69,52,B,B,66563,13.028052697933088
19927,360000,2,1.0,880,1165,2.0,0,0,3,8,880,0,2005,0,98122,1640,3825,86,59,B,B,104632,12.793859310432293
19929,440000,3,1.5,1270,1443,3.0,0,0,3,8,1270,0,2007,0,98115,1270,1413,65,62,A,A,80400,12.994530005894443
19933,360000,2,2.5,1233,1244,2.0,0,0,3,7,963,270,2007,0,98136,1230,1300,73,51,A,A,66794,12.793859310432293
19935,515000,3,2.0,1560,1020,3.0,0,0,3,8,1560,0,2014,0,98122,1560,1728,84,71,D,C,56700,13.151922179645874
19936,541000,3,1.75,1630,1166,2.0,0,0,3,8,1020,610,2013,0,98107,1420,1670,89,59,B,B,72396,13.201174557828619
19942,455000,4,2.5,2090,4400,2.0,0,0,3,8,2090,0,2011,0,98118,2090,3430,85,65,C,C,29286,13.028052697933088
19949,342500,2,1.5,1320,826,2.0,0,0,3,8,1100,220,2008,0,98144,1340,1213,82,70,C,C,47737,12.744026936684417
19952,443000,3,2.5,1780,2778,2.0,0,0,3,8,1530,250,2007,0,98126,1380,1998,59,50,B,A,48036,13.001325049027272
19957,840000,2,2.5,1680,975,3.0,0,0,3,9,1680,0,2009,0,98119,1680,977,88,61,A,B,88719,13.641157170819497
19958,950000,3,2.5,2280,2296,3.0,0,0,3,9,1890,390,2013,0,98112,1390,4000,82,57,B,A,154868,13.764217263576723
19960,305000,3,3.0,1290,1112,3.0,0,0,3,7,1290,0,2008,0,98125,1230,9000,70,57,C,B,44951,12.628067055589549
19962,445000,4,2.5,2170,6000,2.0,0,0,3,7,1630,540,2008,0,98106,1720,5668,37,52,B,B,74107,13.005829561148378
19965,268500,3,2.25,1140,977,2.0,0,0,3,7,850,290,2008,0,98126,1140,976,73,51,B,B,48036,12.500606192931057
19968,631625,4,2.5,2440,6651,2.0,0,0,3,9,2440,0,2014,0,98117,1350,7653,74,55,B,B,62786,13.35605114259421
19969,850000,2,2.5,1611,2210,2.0,0,2,3,10,1611,0,2005,0,98109,2070,2182,82,79,B,A,88719,13.652991628466498
19976,459000,2,2.5,1240,1249,3.0,0,0,3,8,1240,0,2006,0,98107,1240,2500,95,53,C,B,72396,13.036805489042683
19978,358000,3,3.25,1410,1442,3.0,0,0,3,8,1360,50,2006,0,98125,1500,1200,78,52,C,C,60131,12.788288265382837
19982,495000,2,2.25,1160,1010,2.0,0,0,3,8,1000,160,2006,0,98112,1200,1170,88,61,B,B,104632,13.112313041550827
19983,479000,2,2.25,1330,1380,2.0,0,0,3,8,1060,270,2005,0,98116,1580,4802,69,35,B,B,82333,13.079455876393052
19986,1465000,4,2.5,2800,4000,2.0,0,0,3,9,2800,0,2011,0,98103,1770,4200,74,50,B,B,113906,14.197365800433305
19988,897000,4,2.5,2820,6120,2.0,0,0,3,9,2820,0,2014,0,98115,1510,6120,70,49,A,B,85759,13.706811141040934
19990,685000,3,2.25,1710,1193,2.0,0,0,3,9,1140,570,2014,0,98122,1510,1193,97,0,C,B,57786,13.437174117244362
19992,619000,3,2.25,1650,946,3.0,0,0,3,8,1650,0,2014,0,98103,1570,1283,91,66,B,B,71809,13.335860551666734
19993,439108,2,1.5,1130,1340,2.0,0,0,3,8,910,220,2008,0,98116,1310,1340,68,35,B,A,82333,12.992500675468333
19996,380000,3,2.25,1530,1305,2.0,0,0,3,7,1116,414,2007,0,98177,1320,1427,73,57,B,B,62786,12.84792653170257
19998,377000,2,1.5,1000,1251,2.0,0,0,3,7,930,70,2006,0,98199,1420,1187,63,49,B,A,66563,12.840000466430148
19999,649950,4,3.5,2440,3012,3.0,0,1,3,8,2440,0,2005,0,98117,1860,4650,58,49,B,A,95927,13.384650715836164
20000,445000,3,2.5,1260,1102,3.0,0,0,3,8,1260,0,2007,0,98107,1320,2500,90,51,B,B,85595,13.005829561148378
20001,605000,3,2.5,1660,1692,3.0,0,0,3,7,1610,50,2005,0,98115,1210,1230,88,57,B,C,65172,13.312983737012978
20002,475000,3,2.25,1190,1137,2.0,0,0,3,7,960,230,1999,0,98115,1190,1080,90,55,B,B,65172,13.071070083016778
20003,399000,3,3.0,1520,1884,3.0,0,0,3,8,1520,0,2009,0,98125,1360,1939,52,54,A,B,87222,12.896716695872
20004,718000,5,2.75,3250,8100,2.0,0,0,3,8,3250,0,2014,0,98125,1270,8100,81,55,B,C,51741,13.484224848030362
20005,1400000,4,3.25,4700,9160,1.0,0,4,3,11,2520,2180,2005,0,98116,2240,8700,56,35,B,A,82333,14.151982794585487
20006,341000,3,2.5,1480,1663,2.0,0,0,3,9,1180,300,2012,0,98126,1380,1537,72,50,B,B,48036,12.739637756265655
20008,759000,3,2.25,1640,1873,3.0,0,0,3,8,1640,0,2014,0,98112,1640,3920,81,59,B,B,104632,13.539757056377766
20009,547500,3,3.5,1650,2262,3.0,0,0,3,8,1650,0,2010,0,98103,1620,3166,85,51,B,B,90568,13.213117740672793
20011,358000,2,2.5,1278,987,2.0,0,0,3,7,1002,276,2007,0,98136,1220,1287,73,51,A,A,66794,12.788288265382837
20012,412000,3,2.5,1200,813,3.0,0,0,3,9,1200,0,2010,0,98144,1750,4365,68,86,B,A,47737,12.928778628331663
20013,245000,2,1.5,690,1058,2.0,0,0,3,7,690,0,2005,0,98103,690,1058,73,60,C,C,87159,12.409013489526863
20015,321000,3,2.25,1347,1292,3.0,0,0,3,7,1347,0,2010,0,98125,1480,1865,76,55,C,B,44951,12.679196402112153
20017,290000,1,0.75,740,1284,1.0,0,0,4,6,740,0,1928,0,98107,1430,3988,41,36,A,A,79681,12.577636201962656
20018,445000,2,2.25,1200,1137,3.0,0,0,3,7,1200,0,2007,0,98107,1280,1295,89,51,B,B,79681,13.005829561148378
20021,429900,3,2.0,1490,1286,3.0,0,0,3,8,1490,0,2014,0,98144,1420,1230,84,62,C,D,59275,12.971307902484373
20022,459000,3,2.0,1480,800,2.0,0,0,3,8,1000,480,2014,0,98136,1480,886,84,51,B,A,90208,13.036805489042683
20024,566950,3,3.0,1730,1902,3.0,0,0,3,8,1730,0,2014,0,98117,1830,1804,83,55,C,B,96193,13.248026395399986
20026,343000,3,3.5,1130,1449,3.0,0,0,3,7,1130,0,2005,0,98103,1130,1200,72,57,B,C,87159,12.745485726148077
20029,555000,2,1.5,1190,1361,2.0,0,0,3,8,1190,0,2007,0,98122,1280,3360,87,65,B,B,104632,13.226723392728571
20031,450000,3,2.5,1810,914,3.0,0,0,3,8,1380,430,2008,0,98116,1810,914,80,46,A,A,71705,13.017002861746503
20035,527500,3,2.5,1380,1389,3.0,0,0,3,8,1380,0,2008,0,98102,1380,1249,66,53,B,B,76980,13.175904144332359
20036,384000,3,2.25,1430,800,2.0,0,0,3,8,1140,290,2011,0,98136,1430,1387,82,50,B,A,90208,12.858397831569864
20038,455000,2,1.5,910,966,2.0,0,0,3,8,820,90,2006,0,98119,2740,6400,91,66,B,B,67572,13.028052697933088
20039,1280000,4,3.25,3080,4120,2.0,0,0,3,9,2380,700,2014,0,98117,1410,4120,89,52,A,A,103750,14.0623706358958
20041,975000,3,2.5,1660,1344,3.0,0,0,3,8,1660,0,2008,0,98102,1750,2040,75,58,B,B,76980,13.790192749979985
20043,545000,5,4.0,1680,7268,1.0,0,0,3,8,1370,310,2008,0,98106,2040,8259,32,41,B,B,74107,13.208541073645382
20056,539000,3,2.25,1280,1187,2.0,0,0,3,8,1080,200,2008,0,98107,1280,1681,81,57,B,B,72396,13.197470849891134
20059,650000,3,2.5,1480,2159,3.0,0,0,3,8,1480,0,2007,0,98103,1480,1554,88,62,A,B,84728,13.38472764187182
20062,675000,3,2.5,1300,1590,2.0,0,0,3,8,1100,200,2014,0,98109,1070,1223,80,67,A,B,96538,13.422467969854667
20065,475000,3,2.25,1380,1621,2.0,0,0,3,8,1140,240,2007,0,98117,1460,1403,81,48,A,B,85595,13.071070083016778
20066,769900,4,3.5,2730,3047,2.0,0,0,3,8,2400,330,2006,0,98116,1980,4600,86,41,B,B,106319,13.554015915266142
20068,635000,3,2.5,1570,1433,3.0,0,0,3,8,1570,0,2010,0,98103,1570,2652,58,53,B,C,111661,13.36138027787483
20070,524000,3,2.25,1370,1007,3.0,0,0,3,8,1330,40,2009,0,98107,1570,1635,78,56,B,A,93155,13.169246963303179
20073,650000,3,3.5,1494,1262,3.0,0,0,3,8,1494,0,2011,0,98115,1494,1264,84,55,B,C,65172,13.38472764187182
20077,1035290,4,2.5,2830,5932,2.0,0,0,3,9,2830,0,2014,0,98199,2840,5593,45,33,A,A,157292,13.850192138671527
20080,635000,4,2.5,2720,7991,2.0,0,0,3,9,2720,0,2006,0,98133,1590,8611,57,49,B,A,60131,13.36138027787483
20081,599000,3,1.75,1650,1180,3.0,0,0,3,8,1650,0,2014,0,98105,1650,1960,92,72,D,D,38487,13.303016877097587
20082,478000,3,3.25,1430,1348,2.0,0,0,3,8,1160,270,2008,0,98107,1160,1265,84,61,B,B,84728,13.077366011473593
20086,659000,2,2.5,1450,1213,2.0,0,0,3,9,1110,340,2015,0,98107,1620,1456,84,56,B,B,72396,13.398478813484644
20088,389000,3,2.5,1350,874,3.0,0,0,3,8,1270,80,2006,0,98136,1350,886,84,51,B,A,90208,12.871334622600584
20093,399950,2,1.0,710,1131,2.0,0,0,4,7,710,0,1943,0,98102,1370,1173,77,53,A,B,76980,12.899094818276968
20097,667000,3,1.75,1370,1921,3.0,0,0,3,8,1370,0,2007,0,98103,1370,4000,79,63,B,B,71809,13.410545324897761
20099,368000,3,2.5,1370,1350,2.0,0,0,3,7,1010,360,2007,0,98136,1450,6000,69,51,A,A,66794,12.815838217151068
20105,399950,3,3.0,1860,2875,2.0,0,0,3,8,1710,150,2009,0,98126,1350,4830,42,51,B,A,48036,12.899094818276968
20106,547500,3,3.25,1720,1977,2.0,0,0,3,8,1360,360,2007,0,98122,1720,3420,87,63,C,C,76524,13.213117740672793
20109,329900,2,2.5,980,1021,3.0,0,0,3,8,980,0,2008,0,98117,980,1023,79,49,A,A,101397,12.706544857216672
20112,375000,3,2.5,1580,3825,2.0,0,0,3,8,1580,0,2011,0,98126,1380,1500,52,48,B,A,55504,12.834681304952548
20116,407000,2,2.5,1340,999,2.0,0,0,3,8,940,400,2008,0,98116,1470,1436,94,53,C,B,71705,12.916568464424731
20118,290000,2,1.5,1076,1060,3.0,0,0,3,7,1076,0,2006,0,98125,1076,1060,84,59,B,B,51741,12.577636201962656
20119,399000,3,3.25,1680,1478,2.0,0,0,3,8,1360,320,2009,0,98126,1530,2753,60,57,B,B,67277,12.896716695872
20120,439990,3,2.5,1930,1348,2.0,0,0,3,8,1300,630,2005,0,98199,1630,6000,66,49,B,A,66563,12.994507278363448
20121,635000,4,2.5,2880,3091,2.0,0,0,3,9,1940,940,2014,0,98144,1560,4080,81,60,C,D,59275,13.36138027787483
20124,437500,2,1.5,1210,1232,3.0,0,0,3,8,1210,0,2007,0,98107,1330,1174,95,52,B,B,79681,12.988831984779805
20125,919204,4,3.5,3760,5000,2.0,0,0,3,9,2860,900,2014,0,98117,1340,5000,59,44,A,A,101397,13.73126335711731
20130,252000,3,2.5,1670,4020,2.0,0,0,3,7,1670,0,2009,0,98118,1670,4020,82,57,D,D,38846,12.437184366493561
20132,552000,3,2.5,1280,1920,3.0,0,0,3,8,1280,0,2009,0,98105,1450,1900,87,77,C,C,38487,13.221303325259232
20134,548000,2,2.0,1370,1878,3.0,0,0,3,8,1370,0,2004,0,98107,1280,1878,95,53,C,B,72396,13.214030565930152
20138,734000,4,2.5,2180,7204,2.0,0,0,3,8,2180,0,2014,0,98133,1500,7650,70,51,C,C,62726,13.506264307596652
20139,309000,3,2.25,1490,1294,2.0,0,0,3,7,1220,270,2010,0,98106,1490,1283,49,50,B,B,74107,12.641096555879882
20143,1010000,4,3.5,3130,5000,3.0,0,0,3,10,3130,0,2014,0,98116,1950,5152,44,30,A,A,82333,13.825460888817442
20147,345000,3,1.5,1420,1192,2.0,0,0,3,8,1140,280,2008,0,98144,1340,1213,82,70,C,C,47737,12.751299696013497
20149,385000,3,3.25,1320,1327,2.0,0,0,3,8,1040,280,2008,0,98199,1440,1263,67,50,B,B,66563,12.86099861326992
20150,459000,2,2.25,1010,1107,2.0,0,0,3,8,710,300,2006,0,98119,1140,1531,97,0,C,B,100172,13.036805489042683
20157,970000,5,3.5,3400,9804,2.0,0,0,3,9,2550,850,2008,0,98118,2380,7440,49,42,B,C,61901,13.785051350479566
20158,205000,2,1.5,830,1020,2.0,0,0,3,7,830,0,2006,0,98106,830,1379,40,51,B,B,67277,12.230765258120545
20160,334500,2,1.5,830,1858,2.0,0,0,3,7,830,0,2005,0,98144,1480,3030,64,77,C,C,47737,12.72039215855042
20165,865000,5,2.5,3190,8160,2.0,0,0,3,9,3190,0,2014,0,98177,1650,8160,38,45,A,A,125400,13.670484785914017
20176,660000,3,2.5,1780,1729,2.0,0,0,3,8,1080,700,2008,0,98103,1780,1741,78,63,B,B,71809,13.399995114002609
20184,1312000,3,3.25,4030,6300,2.0,0,0,3,10,3630,400,2006,0,98105,1660,6300,65,55,A,A,132917,14.08706324848617
20188,602000,3,3.25,1460,1367,3.0,0,0,3,8,1460,0,2008,0,98103,1310,1191,79,58,B,B,84728,13.308012724290958
20190,300500,2,1.5,1190,801,3.0,0,0,3,8,1190,0,2010,0,98106,1190,810,86,56,D,D,47701,12.613203032957399
20202,613500,3,3.25,1876,1531,3.0,0,0,3,9,1876,0,2009,0,98115,1876,1533,29,46,A,A,132981,13.326935543133104
20209,659000,2,1.75,1180,904,2.0,0,0,3,10,780,400,2014,0,98102,1380,3610,79,56,B,B,76980,13.398478813484644
20213,380000,3,3.25,1450,1468,2.0,0,0,3,8,1100,350,2009,0,98126,1450,1478,65,57,B,B,67277,12.84792653170257
20218,450000,4,2.5,2290,5515,2.0,0,0,3,8,2290,0,2006,0,98106,1380,5515,38,42,B,B,74107,13.017002861746503
20219,515000,3,2.5,1510,1178,2.0,0,0,3,8,1060,450,2007,0,98122,1510,1210,85,63,B,B,104632,13.151922179645874
20221,360000,3,2.0,1270,1323,3.0,0,0,3,8,1270,0,2006,0,98103,1330,1323,77,59,C,C,87159,12.793859310432293
20222,550000,3,2.25,1540,1005,3.0,0,0,3,8,1540,0,2008,0,98103,1510,1501,81,52,B,B,90568,13.217673557208654
20227,380000,3,2.25,1520,1464,2.0,0,0,3,8,1240,280,2010,0,98126,1710,1464,72,50,B,B,48036,12.84792653170257
20229,459000,3,3.0,2440,2076,2.0,0,0,3,8,1930,510,2006,0,98126,2440,2310,59,49,B,A,48036,13.036805489042683
20230,550000,3,3.75,1580,1303,2.0,0,0,3,8,1340,240,2010,0,98144,1560,1294,71,81,B,A,47737,13.217673557208654
20231,500000,3,2.25,1420,983,3.0,0,0,3,8,1420,0,2006,0,98103,1530,1280,91,65,B,B,84728,13.122363377404328
20232,461500,5,3.25,2820,3275,2.0,0,0,3,8,2230,590,2006,0,98118,2610,3275,77,64,D,C,29286,13.042237332925044
20235,735000,3,2.25,1490,1212,2.0,0,0,3,9,1040,450,2011,0,98112,1490,1337,95,75,B,B,63419,13.507625778194974
20244,1333000,4,4.5,3130,5126,3.0,0,0,3,10,2450,680,2014,0,98112,2540,7784,65,51,B,A,137358,14.102942599160846
20245,649000,4,2.5,2730,4847,2.0,0,0,3,9,2730,0,2008,0,98126,1250,4840,67,51,B,A,48036,13.383187995686226
20246,457000,2,2.5,1380,1329,2.0,0,0,3,8,1050,330,2008,0,98117,1360,3750,90,56,B,B,90789,13.032438669876342
20248,453000,3,3.0,2330,4284,2.0,0,0,3,9,1920,410,2004,0,98108,2330,3709,58,56,B,D,79432,13.023647404465171
20253,607500,3,3.25,1530,1612,3.0,0,0,3,8,1530,0,2006,0,98107,1530,1611,97,53,C,B,72396,13.31710745419684
20256,270000,3,2.0,1300,1920,2.0,0,0,3,8,850,450,2006,0,98126,1300,1344,76,54,B,B,47701,12.506177237980511
20257,1302000,4,3.5,3590,5334,2.0,0,2,3,9,3140,450,2006,0,98115,2100,6250,38,47,B,A,75714,14.079412101750652
20259,221000,3,2.5,1320,1780,2.0,0,0,3,7,880,440,2005,0,98118,3040,6000,81,59,D,D,38846,12.30591798049989
20266,625000,2,2.25,1390,916,2.0,0,0,3,8,1165,225,2007,0,98122,1415,1488,97,80,D,D,63419,13.345506928718539
20273,378000,2,1.5,980,853,2.0,0,0,3,7,820,160,2009,0,98144,1130,1270,62,65,B,B,79953,12.842649474601725
20276,252500,2,1.5,1110,986,2.0,0,0,3,7,950,160,2009,0,98118,1110,3515,70,61,B,C,61901,12.439166527697552
20293,302860,2,1.0,970,3279,2.0,0,0,3,7,790,180,2007,0,98136,1150,1351,81,51,B,A,90208,12.621025931510646
20299,419950,3,2.25,1250,811,3.0,0,0,3,8,1250,0,2014,0,98136,1250,1232,82,50,B,A,90208,12.947890935553772
20300,306000,2,1.5,1090,1183,3.0,0,0,3,8,1090,0,2008,0,98103,1110,1384,79,55,B,C,56744,12.631340380934517
20304,520000,2,1.75,1340,1368,2.0,0,0,3,7,1060,280,2006,0,98122,2480,1707,97,78,C,C,57786,13.16158409055761
20307,665000,3,2.25,1590,929,2.0,0,0,3,9,1060,530,2014,0,98122,1510,1193,96,74,D,C,57786,13.407542319637992
20308,525000,2,2.75,1310,1268,3.5,0,0,3,8,1310,0,2007,0,98103,1350,1288,93,67,B,B,71809,13.17115354157376
20311,500000,3,1.75,1530,825,3.0,0,0,3,8,1530,0,2015,0,98144,1580,1915,66,75,B,B,47737,13.122363377404328
20312,399950,3,2.25,1360,1041,2.0,0,0,3,8,1094,266,2006,0,98117,1522,1382,86,55,C,B,96193,12.899094818276968
20313,305000,3,2.5,1320,2480,2.0,0,0,3,7,1320,0,2005,0,98118,1320,3240,85,65,D,D,29286,12.628067055589549
20317,425000,3,2.5,2320,2267,3.0,0,0,3,8,2320,0,2009,0,98177,1240,1883,83,56,B,B,72428,12.959844447906553
20323,672000,3,2.5,1780,1647,2.0,0,0,3,8,1080,700,2008,0,98103,2000,1741,78,63,B,B,71809,13.418013619505286
20332,375000,3,2.25,1540,1561,3.0,0,0,3,8,1540,0,2010,0,98103,1540,1547,82,57,B,C,56744,12.834681304952548
20335,405000,2,3.0,1160,1073,2.0,0,0,3,7,880,280,2007,0,98144,1250,4812,82,73,C,C,66458,12.911642346088676
20337,550000,3,2.25,1230,875,3.0,0,0,3,8,1230,0,2013,0,98199,1760,5664,64,35,A,A,90951,13.217673557208654
20338,340000,2,1.5,1160,1438,2.0,0,0,3,7,1160,0,2001,0,98144,1220,1740,68,62,B,B,81676,12.736700896592344
20347,235000,2,1.0,1140,1730,1.5,0,0,3,8,1010,130,2007,0,98126,1360,1730,51,45,B,A,48036,12.367340793126296
20351,475000,2,2.25,1060,925,2.0,0,0,3,8,980,80,2006,0,98199,1020,4000,62,47,A,A,62639,13.071070083016778
20356,359950,2,1.5,893,965,2.0,0,0,3,8,893,0,2007,0,98122,1340,1436,86,63,B,B,104632,12.793720411897448
20361,609500,3,1.75,1590,1113,3.0,0,0,3,8,1590,0,2014,0,98107,1520,1357,58,44,A,A,79681,13.320394227903464
20366,635000,4,2.5,2500,4000,2.0,0,0,3,8,2500,0,2014,0,98144,1480,4300,64,82,B,A,47737,13.36138027787483
20367,399950,3,2.5,1230,922,2.0,0,0,3,8,1080,150,2009,0,98199,1230,1237,64,49,A,A,66563,12.899094818276968
